month,rp_div,dp,dy,ep,de,svar,bm,ntis,tbl,lty,ltr,tms,dfy,infl
1977-04-01,-0.025981524931554447,-3.1433050147841897,-3.1431018246991664,-2.267716583806579,-0.8755884309776105,9.848511e-4,0.8611500701,0.0311400296,0.0454,0.0771,0.0071,0.0317,0.010300000000000004,0.0084033613
1977-05-01,0.03904910513936688,-3.106215240641211,-3.1300650552957987,-2.232803241669734,-0.873411998971477,6.348018e-4,0.8882113369,0.0353154695,0.0496,0.0765,0.0125,0.0269,0.009599999999999997,0.005
1977-06-01,-0.01940846229670217,-3.137486645358945,-3.0931253535073244,-2.2662316663946673,-0.8712549789642778,5.633646e-4,0.8711120812,0.0319410996,0.0502,0.0754,0.0164,0.025199999999999993,0.009599999999999997,0.0066334992
1977-07-01,-0.024279501571254955,-3.110477439593284,-3.1268325926965463,-2.2406390797304288,-0.8698383598628554,5.94708e-4,0.8967833991,0.033181837,0.0519,0.0768,-0.007,0.02489999999999999,0.009300000000000003,0.0049423394
1977-08-01,-0.0062022464845246355,-3.078691634510414,-3.099958155234189,-2.2102290972932277,-0.8684625372171864,5.824464e-4,0.9265342604,0.0337503868,0.0549,0.0754,0.0198,0.020499999999999997,0.008400000000000005,0.0032786885
1977-09-01,-0.046660073923160114,-3.0657764440842494,-3.0682596321165767,-2.198675956400866,-0.8671004876833832,4.631961e-4,0.9422625161,0.0323675866,0.0581,0.0764,-0.0029,0.018299999999999997,0.008799999999999988,0.0032679739
1977-10-01,0.020954628392229953,-3.008878739748897,-3.0532551635305776,-2.1487129259105457,-0.8601658138383514,7.261726e-4,0.9753772836,0.0327751368,0.0616,0.0781,-0.0093,0.0165,0.008500000000000008,0.003257329
1977-11-01,-0.001608129639885476,-3.0231423788338523,-2.996533981017059,-2.169765753882737,-0.853376624951115,0.001387547,0.9620344703,0.0292167295,0.061,0.0777,0.0093,0.016700000000000007,0.0087,0.0048701299
1977-12-01,-0.0648512904959943,-3.0137698978705387,-3.0109267432148306,-2.1670840326064753,-0.8466858652640632,6.266271e-4,0.9603330245,0.0304753992,0.0607,0.0803,-0.0168,0.0196,0.007999999999999993,0.0032310178
1978-01-01,-0.02791738356811299,-2.941053121020224,-3.00454066991182,-2.102678631424651,-0.8383744895955736,9.080501e-4,1.0367310889,0.0288142482,0.0644,0.0816,-0.008,0.017200000000000007,0.0076000000000000095,0.0064412238
1978-02-01,0.01853880589333012,-2.906813632603072,-2.9318872701551877,-2.0766879832626537,-0.8301256493404183,6.698948e-4,1.0755672937,0.0311689879,0.0645,0.0822,4e-4,0.017699999999999994,0.007300000000000001,0.0064
1978-03-01,0.07291318394130343,-2.9223772230118468,-2.8977518651937877,-2.100397170608933,-0.8219800524029139,6.228568e-4,1.1114925531,0.0275695984,0.0629,0.0831,-0.0021,0.020199999999999996,0.007500000000000007,0.0079491256
1978-04-01,-7.03873723092976e-4,-2.996724193620442,-2.914760470922694,-2.1729456491911407,-0.8237785444293011,0.001741181,1.0053504037,0.0229459889,0.0629,0.0838,-5e-4,0.020900000000000002,0.0076000000000000095,0.0078864353
1978-05-01,-0.02190791912051836,-2.993410823763073,-2.98918553793859,-2.1678345240809596,-0.8255762996821137,0.0010850552,1.0014156386,0.0165594591,0.0641,0.0852,-0.0058,0.021099999999999994,0.007999999999999993,0.0093896714
1978-06-01,0.04476626763909077,-2.9681663924754877,-2.9859082076414936,-2.140851565531565,-0.8273148269439228,0.0010274141,1.0279015813,0.0165234648,0.0673,0.0865,-0.0062,0.019199999999999995,0.008400000000000005,0.0108527132
1978-07-01,0.019163027699206546,-3.0132264826742197,-2.960719646689022,-2.1833199090103306,-0.8299065736638891,8.499296e-4,0.9762603361,0.0146714141,0.0701,0.0858,0.0143,0.015700000000000006,0.007199999999999998,0.0076687117
1978-08-01,-0.012790613889899834,-3.031448243835538,-3.005854848084111,-2.1989658543150306,-0.8324823895205076,0.0010022377,0.9600602176,0.0120027078,0.0708,0.0843,0.0218,0.013499999999999998,0.00789999999999999,0.00456621
1978-09-01,-0.09795504737367959,-3.0168230326519163,-3.024110632314904,-2.1818374251499693,-0.8349856075019473,9.479772e-4,0.9722575131,0.0127039061,0.0785,0.086,-0.0106,0.007499999999999993,0.007300000000000001,0.0075757576
1978-10-01,0.00885375588708542,-2.9174599913192725,-3.0135018606272292,-2.0641389362180527,-0.8533210551012198,0.0021000234,1.0622752224,0.0143505524,0.0799,0.0889,-0.02,0.009000000000000008,0.006999999999999992,0.0090225564
1978-11-01,0.006431233669910724,-2.9306725049737405,-2.9141696018293057,-2.0594360238134377,-0.8712364811603031,0.003180889,1.053527402,0.0140892722,0.0864,0.0877,0.0189,0.0012999999999999956,0.007999999999999993,0.0044709389
1978-12-01,0.029801030936238634,-2.942152551232101,-2.9273731825889406,-2.05345805165894,-0.8886944995731609,0.00166563,1.0457012956,0.0148505522,0.0908,0.0898,-0.013,-0.0010000000000000009,0.007800000000000001,0.0044510386
1979-01-01,-0.04221117145673498,-2.97262495252877,-2.9336483804902644,-2.0665518901555,-0.9060730623732698,0.0010011132,1.0030742833,0.0143875325,0.0935,0.0886,0.0191,-0.004900000000000002,0.008800000000000002,0.0088626292
1979-02-01,0.04336195949168298,-2.926963772894787,-2.964173100853614,-2.0041051712508406,-0.9228586016439464,8.140809e-4,1.0407754507,0.0122277102,0.0932,0.0908,-0.0135,-0.0023999999999999994,0.008199999999999999,0.0117130307
1979-03-01,-0.005941009508645822,-2.972286479516072,-2.9186019873274893,-2.0331810698757455,-0.9391054096403266,8.007332e-4,1.0330789394,0.0116703077,0.0948,0.0902,0.0129,-0.004599999999999993,0.008899999999999991,0.010130246
1979-04-01,-0.03308411637715006,-2.965017792050694,-2.9633457975623356,-2.017951589597177,-0.947066202453517,6.468352e-4,1.0418762428,0.0115703138,0.0946,0.0922,-0.0112,-0.0023999999999999994,0.009500000000000008,0.0114613181
1979-05-01,0.028402100191612597,-2.929485734719326,-2.956175229689979,-1.9746488093039716,-0.9548369254153541,9.24227e-4,1.0831418044,0.0141831592,0.0961,0.0903,0.0261,-0.0058,0.0097,0.0127478754
1979-06-01,0.0011285435531800253,-2.9586291668758973,-2.9207019516490558,-1.9962270830423363,-0.9624020838335607,5.71481e-4,1.0578636072,0.0120683771,0.0906,0.0877,0.0311,-0.0029,0.010900000000000007,0.0111888112
1979-07-01,0.04204595539348442,-2.956774649550541,-2.9480671641933873,-1.9895527619718916,-0.9672218875786496,7.076848e-4,1.0523144538,0.0096782476,0.0924,0.0895,-0.0085,-0.0029,0.010900000000000007,0.0110650069
1979-08-01,-0.007771849066638246,-2.998058431041495,-2.946341375186782,-2.026127969633094,-0.9719304614084008,5.064798e-4,1.0034586483,0.0115690793,0.0952,0.0907,-0.0035,-0.004500000000000004,0.011200000000000002,0.0095759234
1979-09-01,-0.07577193432444851,-2.987714737895044,-2.987714737895044,-2.011205146027834,-0.97650959186721,0.0012330663,1.0137949874,0.0094039237,0.1026,0.0927,-0.0122,-0.009899999999999992,0.010999999999999996,0.0108401084
1979-10-01,0.030188713479155138,-2.90820214159735,-2.979274954183027,-1.9349033762137826,-0.9732987653835674,0.0025892994,1.0919455682,0.0102095448,0.117,0.1034,-0.0841,-0.013600000000000001,0.012700000000000003,0.0080428954
1979-11-01,0.006757073400744055,-2.941591680129209,-2.8998508385794466,-1.9714492247304474,-0.9701424553987612,0.0015583806,1.0831154618,0.0107786938,0.1179,0.1009,0.0311,-0.017,0.012300000000000005,0.0093085106
1979-12-01,0.04576075113753177,-2.9499199720321476,-2.933291844865603,-1.982902477900884,-0.9670174941312635,4.696422e-4,1.061950068,0.0105144647,0.1204,0.1012,0.0057,-0.019199999999999995,0.013200000000000003,0.0105401845
1980-01-01,-0.012622073916942351,-2.9971347983280765,-2.9411093423499928,-2.029330796262822,-0.9678040020652541,0.0019064055,1.016954958,0.0112974707,0.12,0.1114,-0.0741,-0.008599999999999997,0.013300000000000006,0.0143415906
1980-02-01,-0.11347814019476357,-2.984011681059717,-2.988401118359322,-2.0154288494223858,-0.9685828316373308,0.0018976181,1.0319299303,0.0108271852,0.1286,0.1186,-0.0467,-0.009999999999999995,0.011899999999999994,0.0141388175
1980-03-01,0.026085192644271057,-2.8679968596285508,-2.975353618316602,-1.8986557572399536,-0.9693411023885972,0.0046218942,1.0937321031,0.0118774451,0.152,0.1239,-0.0315,-0.0281,0.014899999999999997,0.0152091255
1980-04-01,0.035526568669915104,-2.900293808031539,-2.859977377666973,-1.9466339032344933,-0.953659904797046,0.0027455493,1.0518199398,0.0153468468,0.132,0.1076,0.1523,-0.024400000000000005,0.021500000000000005,0.0112359551
1980-05-01,0.019596546081048848,-2.9378739169489694,-2.892355095128696,-1.999866954511056,-0.9380069624379135,0.0015097166,1.0100487748,0.0150518602,0.0858,0.1037,0.0419,0.0179,0.021800000000000014,0.0098765432
1980-06-01,0.05504137195721348,-2.9565923652167205,-2.9299808959912106,-2.0342593188866025,-0.9223330463301178,0.0013710848,0.990183427,0.0153043875,0.0707,0.1006,0.0359,0.029899999999999996,0.021299999999999986,0.011002445
1980-07-01,-4.950316764170031e-4,-3.0123402065793377,-2.9493292433712543,-2.103986224060123,-0.9083539825192151,0.001362831,0.9188299192,0.020154038,0.0806,0.1074,-0.0476,0.02679999999999999,0.015799999999999995,0
1980-08-01,0.016560377062131672,-3.0109313607803188,-3.005112864545281,-2.1165660712732044,-0.8943652895071141,0.0017081584,0.9215196389,0.0199498435,0.0913,0.114,-0.0432,0.022699999999999998,0.015100000000000002,0.0072551391
1980-09-01,0.005935563737570874,-3.02862837759719,-3.003772352962988,-2.148229474135431,-0.8803989034617588,0.0026574057,0.9216876515,0.0237960395,0.1027,0.1185,-0.0262,0.015799999999999995,0.01680000000000001,0.0084033613
1980-10-01,0.08386889762963524,-3.0395922716155646,-3.0236982114893314,-2.1600335490101394,-0.8795587226054251,0.0021906435,0.9295936138,0.0227691861,0.1162,0.1231,-0.0263,0.006900000000000003,0.01920000000000001,0.0095238095
1980-11-01,-0.045800213939686224,-3.1321550774495064,-3.03468629284671,-2.2534290082252997,-0.8787260692242065,0.0024190718,0.8651619788,0.0219492748,0.1373,0.123,0.01,-0.014300000000000007,0.016699999999999993,0.008254717
1980-12-01,-0.05479485180136888,-3.0928118433805425,-3.1272730498521977,-2.21491100105803,-0.8779008423225125,0.0029515288,0.8915030239,0.0268163754,0.1549,0.1199,0.0352,-0.035,0.01930000000000001,0.0093567251
1981-01-01,0.002238522822329175,-3.0395176149570737,-3.0863393288749252,-2.173502020246929,-0.8660155947101444,0.0015974348,0.9072386965,0.0286954334,0.1502,0.1211,-0.0115,-0.0291,0.022199999999999998,0.0081112399
1981-02-01,0.02207292513268253,-3.04627608843398,-3.0330867246267834,-2.1921335743568107,-0.854142514077169,0.001530909,0.8818157565,0.0300093729,0.1479,0.1283,-0.0435,-0.019600000000000006,0.020199999999999996,0.0103448276
1981-03-01,-0.03315401486378808,-3.075284905255945,-3.0398862903352084,-2.23300415915554,-0.8422807461004049,0.0020759444,0.9249205574,0.027939298,0.1336,0.1248,0.0384,-0.008800000000000002,0.020100000000000007,0.0068259386
1981-04-01,-0.012753470131816644,-3.0457226155209023,-3.069457965844795,-2.199488262454474,-0.8462343530664287,8.320026e-4,0.9305938361,0.0273520119,0.1369,0.1332,-0.0518,-0.003699999999999981,0.01679999999999998,0.006779661
1981-05-01,-0.023124697652889506,-3.038287297172161,-3.039945172457693,-2.188137847618766,-0.8501494495533952,9.21688e-4,0.9362238467,0.0288446179,0.163,0.1265,0.0622,-0.036500000000000005,0.01630000000000001,0.0078563412
1981-06-01,-0.014118236725005368,-3.0220648247281803,-3.032527391737184,-2.1680824474722535,-0.853982377255927,9.955428e-4,0.9504749816,0.0278934365,0.1473,0.1304,-0.0179,-0.0169,0.02049999999999999,0.008908686
1981-07-01,-0.07339749886555677,-3.013098823750823,-3.0153114672354673,-2.16011027274247,-0.852988551008353,0.0011029891,0.9749669236,0.0255902194,0.1495,0.137,-0.0353,-0.012499999999999983,0.0179,0.0110375276
1981-08-01,-0.06445910997725393,-2.9422644577840353,-3.0063753282445935,-2.0902794395266553,-0.85198501825738,0.0018249381,1.0533540563,0.0269917415,0.1551,0.1445,-0.0386,-0.010599999999999998,0.014499999999999985,0.0076419214
1981-09-01,0.03374430036596762,-2.8802663366258248,-2.93560120323386,-2.029250593333845,-0.8510157432919796,0.0027611735,1.0923786442,0.0214833701,0.147,0.1482,-0.0145,0.0012000000000000066,0.01429999999999998,0.0097508126
1981-10-01,0.023765529139837323,-2.9226315710637225,-2.874653284960363,-2.0752661702693556,-0.8473654007943672,0.0020782516,1.0890856841,0.0148971083,0.1354,0.1384,0.0829,0.0030000000000000027,0.017100000000000004,0.0021459227
1981-11-01,-0.037378314008194025,-2.953001851932256,-2.9170650167657977,-2.109244140950481,-0.8437577109817749,0.0015040033,1.0444554433,0.0156728261,0.1086,0.122,0.141,0.013399999999999995,0.021699999999999997,0.0032119914
1981-12-01,-0.024515534415117092,-2.9169143057763507,-2.9474510296364325,-2.076752382254596,-0.8401619235217548,9.057975e-4,1.0611428571,0.0119096464,0.1085,0.1334,-0.0713,0.02489999999999999,0.0232,0.0032017076
1982-01-01,-0.06799366794180386,-2.894700048322423,-2.9123996254218243,-2.071058175844499,-0.8236418724779238,0.0025219329,1.0658936976,0.0107004867,0.1228,0.1415,0.0046,0.01869999999999998,0.019200000000000023,0.0031914894
1982-02-01,-0.01914518170140555,-2.8277469224031524,-2.8902056587345832,-2.0207573618930166,-0.8069895605101358,0.0019182315,1.1262873155,0.0105060983,0.1348,0.1402,0.0182,0.005399999999999988,0.019100000000000006,0.0031813362
1982-03-01,0.02606045162527383,-2.8130535101121947,-2.8232726420082312,-2.0228390363675457,-0.790214473744649,0.0017952261,1.1857505743,0.0055484327,0.1268,0.1387,0.0231,0.011899999999999994,0.022399999999999975,-0.0010570825
1982-04-01,-0.04800983201905743,-2.847833613992984,-2.8085991597628146,-2.076580643108434,-0.7712529708845499,0.0012468205,1.1499834976,0.0029236858,0.127,0.1348,0.0373,0.007800000000000001,0.0232,0.0042328042
1982-05-01,-0.02861213179171883,-2.803449766381455,-2.843399016925118,-2.0513590569722204,-0.7520907094092346,8.548156e-4,1.1904238963,-9.581844e-4,0.1209,0.1358,0.0034,0.01490000000000001,0.023799999999999988,0.009483667
1982-06-01,-0.032211966973273665,-2.7785364910662107,-2.799034748172338,-2.0458015575250426,-0.7327349335411684,0.0014902926,1.2015814171,0.0012130304,0.1247,0.1412,-0.0223,0.016499999999999987,0.02109999999999998,0.012526096
1982-07-01,0.09602081733855675,-2.753326376617479,-2.776585385432327,-2.0369936775208046,-0.7163326990966741,9.585831e-4,1.2065298046,-0.0115518915,0.1135,0.1352,0.0501,0.021699999999999983,0.021900000000000003,0.0051546392
1982-08-01,0.002194059388669032,-2.8610948908040914,-2.751364443338086,-2.1613944205457543,-0.6997004702583369,0.0064159331,1.082424471,-0.0028576304,0.0868,0.1254,0.0781,0.03860000000000001,0.026100000000000012,0.0020512821
1982-09-01,0.09348863205766926,-2.866736979762168,-2.8591513976046556,-2.183861349524052,-0.6828756302381156,0.0021312943,1.0885355649,5.507087e-4,0.0792,0.1183,0.0618,0.039099999999999996,0.026900000000000007,0.0020470829
1982-10-01,0.02754891367594129,-2.9704469991929234,-2.8657593556026506,-2.311426697600017,-0.6590203015929066,0.0061259079,0.983745412,0.0065578321,0.0771,0.1112,0.0634,0.03409999999999999,0.026099999999999984,0.0030643514
1982-11-01,0.007707054485845361,-3.004970716961231,-2.969484899993346,-2.370318163177466,-0.6346525537837653,0.0054916495,0.9387268109,9.581552e-4,0.0807,0.1125,-2e-4,0.03180000000000001,0.026199999999999987,-0.0020366599
1982-12-01,0.02431344132876567,-3.0190393277026084,-3.003994986360201,-2.4093370452181553,-0.6097022824844534,0.0024902383,0.9322147266,0.0029900535,0.0794,0.1095,0.0312,0.030100000000000002,0.023099999999999996,-0.0040816327
1983-01-01,0.011879148618468886,-3.049702382464043,-3.017105245824672,-2.447750112274006,-0.6019522701900368,0.0032808574,0.9069443153,0.0021947601,0.0786,0.1113,-0.0309,0.03269999999999999,0.02149999999999999,0.0020491803
1983-02-01,0.02493502396594475,-3.0665745606845114,-3.0477575342457968,-2.4724250964060475,-0.5941494642784637,0.0019116417,0.8768492387,3.558813e-4,0.0811,0.106,0.0492,0.02489999999999999,0.019400000000000014,0.0010224949
1983-03-01,0.06221398788713496,-3.097206811523513,-3.0646479592353737,-2.5108683727977588,-0.5863384387257542,0.001571821,0.7800677858,0.0059935424,0.0835,0.1083,-0.0094,0.02479999999999999,0.018799999999999997,0
1983-04-01,-0.01873577482260658,-3.168008360094409,-3.0957606796735133,-2.5785612248255747,-0.5894471352688342,0.0014237505,0.7188876203,0.0066268443,0.0821,0.1051,0.035,0.022999999999999993,0.017799999999999996,0.0071501532
1983-05-01,0.026603576994710672,-3.1541410362751843,-3.1665643165221753,-2.561611747327262,-0.5925292889479223,0.001084614,0.7345955766,0.0104289126,0.0819,0.1112,-0.0386,0.029299999999999993,0.016299999999999995,0.0060851927
1983-06-01,-0.03947348777004385,-3.1873167525262547,-3.1526990749582833,-2.5917156789887117,-0.5956010735375428,0.0013991486,0.721382042,0.015826551,0.0879,0.1119,0.0039,0.023999999999999994,0.01630000000000001,0.0030241935
1983-07-01,0.003341133784610449,-3.150867690043789,-3.1844390526986395,-2.539518228511499,-0.6113494615322896,0.0022928246,0.7350611231,0.0253802086,0.0908,0.1198,-0.0486,0.028999999999999998,0.012399999999999994,0.0040201005
1983-08-01,0.002241558199617487,-3.1592535658477985,-3.1479982476158357,-2.53249571075325,-0.6267578550945487,0.0013690453,0.7248223918,0.0194746307,0.0934,0.121,0.002,0.0276,0.011300000000000004,0.003003003
1983-09-01,-0.022063007542262404,-3.1664992371633485,-3.1563923335667665,-2.5246453509909537,-0.641853886172395,0.0010572931,0.714847583,0.0231783929,0.09,0.1157,0.0505,0.0257,0.011800000000000005,0.00499002
1983-10-01,0.009767016628920374,-3.14693204816182,-3.1622226803960887,-2.4912267938914368,-0.655705254270383,0.0011153555,0.7194743715,0.024744376,0.0864,0.1188,-0.0132,0.0324,0.0121,0.002979146
1983-11-01,-0.015609760099474408,-3.1599494768819576,-3.1426737024792426,-2.490690169062996,-0.6692593078189617,8.363031e-4,0.6908198931,0.0266368271,0.0876,0.1176,0.0183,0.03,0.011999999999999997,0.001980198
1983-12-01,-0.016270780294828625,-3.146835800916025,-3.155709187843072,-2.4643232473456913,-0.6825125535703336,5.281144e-4,0.7003591178,0.027056897,0.09,0.1197,-0.0059,0.029700000000000004,0.011800000000000005,9.881423e-4
1984-01-01,-0.04484005149303859,-3.1333546546398083,-3.1426134160361765,-2.426260246599013,-0.7070944080407955,7.946061e-4,0.7221976437,0.0307360053,0.089,0.118,0.0244,0.028999999999999998,0.014500000000000013,0.005923001
1984-02-01,0.005734534404465966,-3.0895155412408117,-3.1291500233577763,-2.35862803269802,-0.7308875085427922,0.0020194765,0.763448031,0.0267017483,0.0909,0.1217,-0.0178,0.030800000000000008,0.015099999999999988,0.0049067713
1984-03-01,-0.002592484240626639,-3.0987362543175703,-3.085328514886595,-2.3448006115213924,-0.7539356427961781,0.0013545875,0.7624754269,0.0241049363,0.0952,0.1253,-0.0156,0.030099999999999988,0.01419999999999999,0.001953125
1984-04-01,-0.06596450599928116,-3.0981743542210274,-3.0927237251828585,-2.32992835697726,-0.7682459972437674,0.0010355282,0.7586589793,0.0226819545,0.0969,0.1284,-0.0105,0.031499999999999986,0.015000000000000013,0.0048732943
1984-05-01,0.009325387517441521,-3.0309929866553666,-3.092183998143496,-2.248812973731906,-0.7821800129234608,9.330503e-4,0.803910033,0.0215141284,0.0983,0.1381,-0.0516,0.0398,0.014600000000000002,0.0029097963
1984-06-01,-0.023845570934902388,-3.04237042671976,-3.0250519811660554,-2.246602458243109,-0.795767968476651,0.0016757627,0.7843518191,0.0013040651,0.0987,0.1374,0.015,0.0387,0.014999999999999986,0.002901354
1984-07-01,0.08844782503277143,-3.0226000231722185,-3.0391880812561167,-2.222634292861588,-0.7999657303106307,8.656576e-4,0.7963919375,-0.0018621419,0.1012,0.1293,0.0693,0.0281,0.017100000000000004,0.0038572806
1984-08-01,-0.011767108207682791,-3.1204643439263755,-3.0194141797696714,-2.316358416926219,-0.8041059270001563,0.0031268328,0.7254283801,-0.0031008335,0.1047,0.127,0.0266,0.0223,0.017600000000000005,0.0038424592
1984-09-01,-0.009719783301713962,-3.113816378006868,-3.117302167941872,-2.3055998676621354,-0.8082165103447325,9.432267e-4,0.7360509153,-0.0094925469,0.1037,0.1235,0.0342,0.019799999999999998,0.0169,0.004784689
1984-10-01,-0.021551978332482187,-3.1070039513812397,-3.1070641578895812,-2.3039286407038104,-0.8030753106774293,0.0012918483,0.7356424655,-0.0135284804,0.0974,0.1173,0.0561,0.0199,0.0131,0.0028571429
1984-11-01,0.015076844661595378,-3.085069375320442,-3.1002970181245217,-2.287098587918299,-0.7979707874021433,0.0010202895,0.7470519959,-0.0218772065,0.0861,0.1169,0.0118,0.030800000000000008,0.011900000000000008,0
1984-12-01,0.06224540221726634,-3.1005348646765616,-3.078407125495026,-2.307620471095301,-0.7929143935812606,0.0011901054,0.7330983765,-0.0271967866,0.0806,0.117,0.0091,0.0364,0.012700000000000003,0
1985-01-01,0.0027453035209048255,-3.16627027601404,-3.0948010027216597,-2.3841083260439224,-0.7821619499701176,0.0016358207,0.6902554458,-0.0299050052,0.0776,0.1127,0.0364,0.03509999999999999,0.011799999999999991,0.0018993352
1985-02-01,-0.00876195593299229,-3.169202999417874,-3.1605559747506016,-2.397805316029988,-0.7713976833878862,7.452963e-4,0.6917391609,-0.0245189175,0.0827,0.1209,-0.0493,0.0382,0.010999999999999996,0.0047393365
1985-03-01,-0.011448939149034412,-3.1606048279691974,-3.1635342206955164,-2.399945418965959,-0.7606594090032384,8.022855e-4,0.7236457791,-0.0248157693,0.0852,0.1181,0.0307,0.0329,0.011300000000000004,0.0037735849
1985-04-01,0.04409316110476317,-3.152520397500262,-3.157125249044854,-2.4113310680399884,-0.7411893294602736,4.598802e-4,0.7286615901,-0.022411793,0.0795,0.1162,0.0242,0.036699999999999997,0.012799999999999992,0.0046992481
1985-05-01,0.006240947615518727,-3.2017067303954363,-3.1490658486101983,-2.480222307424026,-0.7214844229714101,8.338603e-4,0.6968929839,-0.0254809306,0.0748,0.1062,0.0896,0.0314,0.014300000000000007,0.0037418148
1985-06-01,-0.010683691682355341,-3.2103121290913257,-3.1982511543607077,-2.508802082165621,-0.7015100469257045,7.415203e-4,0.6864301439,-0.0266075139,0.0695,0.1055,0.0142,0.03599999999999999,0.014600000000000002,0.0027958993
1985-07-01,-0.016907118037865283,-3.2011597074973737,-3.2060190320526396,-2.512092468400805,-0.6890672390965689,7.186299e-4,0.6803220899,-0.024638663,0.0708,0.1091,-0.018,0.0383,0.014599999999999988,0.0018587361
1985-08-01,-0.039719382823526134,-3.1848050850104626,-3.196872152790525,-2.5082355634703317,-0.6765695215401308,6.296953e-4,0.687176258,-0.0242274732,0.0714,0.1068,0.0259,0.0354,0.014499999999999999,0.0018552876
1985-09-01,0.033567664721287326,-3.14520731657565,-3.180548589995317,-2.4811789840308958,-0.664028332544754,8.658431e-4,0.6899588298,-0.0312943542,0.071,0.1082,-0.0021,0.03720000000000001,0.014099999999999988,0.0027777778
1985-10-01,0.05461456561916841,-3.1842896482612306,-3.142659544496851,-2.536473925441161,-0.6478157228200696,9.11764e-4,0.6670256347,-0.0270693422,0.0716,0.1051,0.0338,0.0335,0.013399999999999995,0.0036934441
1985-11-01,0.03606874632214637,-3.2447810237564476,-3.181748350832558,-2.613354004618177,-0.6314270191382705,9.430684e-4,0.622703158,-0.027715873,0.0724,0.1011,0.0401,0.02869999999999999,0.01440000000000001,0.0027598896
1985-12-01,-0.003123679854727371,-3.286321508515901,-3.2422461681532595,-2.671478042226269,-0.6148434662896318,0.0012300755,0.5926926882,-0.0194650815,0.071,0.0956,0.0541,0.02460000000000001,0.014200000000000004,0.0027522936
1986-01-01,0.06151987876121001,-3.283634724743264,-3.2812709927298327,-2.675897273421796,-0.607737451321468,0.0019201584,0.5835173999,-0.0191717774,0.0707,0.0958,-0.0025,0.025099999999999997,0.013899999999999996,0.0027447392
1986-02-01,0.04392243418328104,-3.3476591209966493,-3.278609588540591,-2.747006538840865,-0.6006525821557842,0.0010892902,0.5363767217,-0.0179142569,0.0706,0.0841,0.1145,0.013499999999999998,0.01440000000000001,-0.0027372263
1986-03-01,-0.018860097228872188,-3.394106632453341,-3.3426591105799437,-2.800518044935114,-0.593588587518227,0.0013737344,0.5196276277,-0.0164196221,0.0656,0.0766,0.077,0.010999999999999996,0.015,-0.0045745654
1986-04-01,0.04264330782439625,-3.376533766045745,-3.390782984836997,-2.781918797121896,-0.5946149689238487,0.0024589457,0.5297144587,-0.0245847833,0.0606,0.0782,-0.008,0.017600000000000005,0.013999999999999999,-0.0018382353
1986-05-01,0.008487679061905926,-3.4222420170445624,-3.3732335149113566,-2.826589283557275,-0.5956527334872876,0.0013699311,0.5035407708,-0.0218719553,0.0615,0.0848,-0.0505,0.0233,0.01200000000000001,0.0027624309
1986-06-01,-0.06353615947206584,-3.432951223996427,-3.4189402759953245,-2.836287751061474,-0.5966634729349529,0.0015965185,0.4992814574,-0.0122932373,0.0621,0.079,0.0613,0.0169,0.0121,0.0055096419
1986-07-01,0.06213123964869352,-3.3671446471072026,-3.427619782409534,-2.7726429334330507,-0.5945017136741519,0.0024158243,0.5323014009,-0.0112860333,0.0583,0.0809,-0.0108,0.022600000000000002,0.012799999999999992,0
1986-08-01,-0.09069517577195743,-3.430601884338913,-3.361829264108708,-2.8382626417144303,-0.5923392426244827,0.0012605846,0.497803344,-0.0096769523,0.0553,0.0763,0.0499,0.021000000000000005,0.014600000000000002,0.001826484
1986-09-01,0.04697667062266733,-3.3360160186010392,-3.4253267559137153,-2.745802168041309,-0.5902138505597301,0.004207383,0.5346292671,-0.0051386604,0.0521,0.0827,-0.05,0.030599999999999995,0.013099999999999987,0.0045578851
1986-10-01,0.01673416263077376,-3.3872731343953415,-3.3339889129647675,-2.8074240819316594,-0.5798490524636821,9.905938e-4,0.5032458023,-0.0080245039,0.0518,0.0803,0.0289,0.028499999999999998,0.013800000000000007,9.07441e-4
1986-11-01,-0.03258359790087344,-3.4065120170284997,-3.3852622312343694,-2.8370885099435146,-0.5694235070849851,0.0017308565,0.4936710845,-0.0021244383,0.0535,0.0779,0.0267,0.024399999999999998,0.013899999999999996,9.066183e-4
1986-12-01,0.11580317715928551,-3.375796990475242,-3.4044930721175537,-2.81687157191484,-0.5589254185604022,0.0012623423,0.4984308658,-0.0113759993,0.0553,0.0789,-0.0018,0.023599999999999996,0.014799999999999994,9.057971e-4
1987-01-01,0.03098857740421465,-3.497164519773257,-3.373384444069858,-2.926477712239978,-0.5706868075332792,0.0024782274,0.4378973513,-0.0058406587,0.0543,0.0778,0.0161,0.023499999999999993,0.013600000000000001,0.0063348416
1987-02-01,0.020693769212553313,-3.531015960829883,-3.494757779742692,-2.9487667682704837,-0.5822491925593991,0.0014122466,0.4249119825,-0.0045059361,0.0559,0.0763,0.0202,0.02040000000000001,0.012700000000000003,0.0035971223
1987-03-01,-0.015382416081403158,-3.5546626605030203,-3.5286149992923446,-2.961031133052797,-0.5936315274502233,0.0019710953,0.4280402137,-0.0022174302,0.0559,0.0795,-0.0223,0.023600000000000003,0.012500000000000011,0.0044802867
1987-04-01,0.0022543880989580687,-3.53597799368711,-3.547494171024408,-2.9646420403500797,-0.5713359533370301,0.0041939063,0.4314718592,0.0044930045,0.0564,0.0859,-0.0473,0.029500000000000005,0.011900000000000008,0.005352364
